retired_dataset_id,retired_name,replacement_dataset_id,replacement_name,replacement_path
ord_dataset-60a3e71da3174666a50a61dcfa611a9f,uspto-grants-2016_07,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-97eb2ab57fec4160922caae33b54d956,uspto-grants-2016_08,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-0b32b90cc77b4a3db47ad263e0bbc1a8,uspto-grants-2016_09,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-9fc3edef9c184a1ca682846f02268768,Training data from https://doi.org/10.1039/C8SC04228D (1/10),ord_dataset-e7830cd6b11158b43994ccfb5ee9acb3,Training data from https://doi.org/10.1039/C8SC04228D,data/e7/ord_dataset-e7830cd6b11158b43994ccfb5ee9acb3.parquet
ord_dataset-f65ca20d97ea49548e969f0e8a633933,Training data from https://doi.org/10.1039/C8SC04228D (10/10),ord_dataset-e7830cd6b11158b43994ccfb5ee9acb3,Training data from https://doi.org/10.1039/C8SC04228D,data/e7/ord_dataset-e7830cd6b11158b43994ccfb5ee9acb3.parquet
ord_dataset-0c1e1da868cd46c59efce6d5d4bc3d63,Training data from https://doi.org/10.1039/C8SC04228D (2/10),ord_dataset-e7830cd6b11158b43994ccfb5ee9acb3,Training data from https://doi.org/10.1039/C8SC04228D,data/e7/ord_dataset-e7830cd6b11158b43994ccfb5ee9acb3.parquet
ord_dataset-423c10301cff45cb8e2bddea2ea5088c,Training data from https://doi.org/10.1039/C8SC04228D (3/10),ord_dataset-e7830cd6b11158b43994ccfb5ee9acb3,Training data from https://doi.org/10.1039/C8SC04228D,data/e7/ord_dataset-e7830cd6b11158b43994ccfb5ee9acb3.parquet
ord_dataset-e52a0f66fdfa4d2ebbb136996350b697,Training data from https://doi.org/10.1039/C8SC04228D (4/10),ord_dataset-e7830cd6b11158b43994ccfb5ee9acb3,Training data from https://doi.org/10.1039/C8SC04228D,data/e7/ord_dataset-e7830cd6b11158b43994ccfb5ee9acb3.parquet
ord_dataset-76a0b901ffe64a2ea3752c04631e822b,Training data from https://doi.org/10.1039/C8SC04228D (5/10),ord_dataset-e7830cd6b11158b43994ccfb5ee9acb3,Training data from https://doi.org/10.1039/C8SC04228D,data/e7/ord_dataset-e7830cd6b11158b43994ccfb5ee9acb3.parquet
ord_dataset-0d07c40794ad4a1c8bc28cc4f8ac4184,Training data from https://doi.org/10.1039/C8SC04228D (6/10),ord_dataset-e7830cd6b11158b43994ccfb5ee9acb3,Training data from https://doi.org/10.1039/C8SC04228D,data/e7/ord_dataset-e7830cd6b11158b43994ccfb5ee9acb3.parquet
ord_dataset-6d65cff9c5f346249fd732d328fb85b1,Training data from https://doi.org/10.1039/C8SC04228D (7/10),ord_dataset-e7830cd6b11158b43994ccfb5ee9acb3,Training data from https://doi.org/10.1039/C8SC04228D,data/e7/ord_dataset-e7830cd6b11158b43994ccfb5ee9acb3.parquet
ord_dataset-18997de394014754be4e04946012e12b,Training data from https://doi.org/10.1039/C8SC04228D (8/10),ord_dataset-e7830cd6b11158b43994ccfb5ee9acb3,Training data from https://doi.org/10.1039/C8SC04228D,data/e7/ord_dataset-e7830cd6b11158b43994ccfb5ee9acb3.parquet
ord_dataset-0ccd6c23c9ef4238854293a8da501bd3,Training data from https://doi.org/10.1039/C8SC04228D (9/10),ord_dataset-e7830cd6b11158b43994ccfb5ee9acb3,Training data from https://doi.org/10.1039/C8SC04228D,data/e7/ord_dataset-e7830cd6b11158b43994ccfb5ee9acb3.parquet
